S. No,Br. No ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
837,6238,29-Oct-13,58752,Emergency-Civil,Civil,Bilebal Sanjay Gurappa,"ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 60 gÀ°è ¨ÁUÁgÀ ¥ÉĂl «ÄĂ£ÀÄ ªÀiÁgÀÄPÀmÉÖ, ºÁUÀÆ dAVè¥ÉĂlzÀ°è ZÉĂA§gÀ ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.",Regarding Drains:Slab Over Drains Work At Bagar peth Fish Market and Jangli Peth. in ward 60,08-Nov-13,9718,12-Dec-13,9718
838,6237,29-Oct-13,58773,Emergency-Civil,Civil,Bilebal Sanjay Gurappa,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 42 gÀ°è ZÉĂA§gÀ ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Slab Over Drains work At Hubli Vibhag ward no 42.,08-Nov-13,9718,12-Dec-13,9718
839,6327,31-Oct-13,58638,Emergency-Civil,Civil,Gabbur M.S.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 65 gÀ J£ï.J. £ÀUÀgÀzÀ°è ZÉĂA§gÀ ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Slab Over Drains work At N.A Nagar. in ward 65.,08-Nov-13,18882,12-Dec-13,18882
840,6325,31-Oct-13,58629,Emergency-Civil,Civil,Gabbur M.S.,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 65 gÀ £ÀÆå d£Àßvï £ÀUÀgÀzÀ°è  ZÉĂA§gÀ ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Slab Over Drains work At New Jannat Nagar in ward 65.,08-Nov-13,19952,12-Dec-13,19952
841,6326,31-Oct-13,58627,Emergency-Civil,Civil,Gabbur M.S.,"ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 65 gÀ F±ÀégÀ £ÀUÀgÀzÀ°è ºÁUÀÆ J£ï,J.£ÀUÀgÀzÀ°è  M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ.","Regarding Drains:Repair to UGD Lines work At Ishwar Nagar, N,A Nagar. in ward 65.",08-Nov-13,21202,12-Dec-13,21202
842,6026,24-Oct-13,57684,Emergency-Civil,Civil,Shaikha Abdul Hameed,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12  ªÁqÀđ £ÀA 19 gÀ ºÀÄ§â½î ªÀÄÄRågÀ¸ÉÛAiÀÄ ¸ÉÆÖĂ£ï CAUÀr ºÀwÛgÀ ºÁUÀÆ gÀdvÀVj UÁqÀđ£ï PÁæ¸ï ºÀwÛgÀ M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ.,Regarding UGD Line  Work At Hubli Main Road (near) Stone Store & Rajathgiri Gardan  Cross in ward 19,12-Nov-13,5992,12-Dec-13,5992
843,6027,24-Oct-13,58381,Emergency-Civil,Civil,Shaikha Abdul Hameed,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 16 gÀ ®QëĂ¹AUÀ£ÀPÉĂj ²æĂ ¹.¦. PÀÄ®PÀtÂđ ªÀÄ£É¬ÄAzÀ ²æĂ ¹.«.ªÀqÀ« ªÀÄ£ÉªÀgÉUÉ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ªÀiÁUÀđ zÀÄgÀ¹Û  ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Drains:Repair to UGD Lines work At Laxmisingan Keri SfrI C.P. Kulkarni House To Shri C.V. Vadavi House.in ward 16,12-Nov-13,21499,12-Dec-13,21499
844,6029,24-Oct-13,57685,Emergency-Civil,Civil,Shaikha Abdul Hameed,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12  ªÁqÀđ £ÀA 16 gÀ ªÀÄAdÄ£ÁxÀ¥ÀÆgÀ 2£ÉĂ ªÀÄÄRågÀ¸ÀÛAiÀÄ°è AiÀiÁzÀ¥Àà£ÀªÀgÀ ªÀÄ£É ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆĂ¼ÀªÉ ªÀiÁUÀđ ºÁPÀÄªÀÅzÀÄ.,Regarding UGD Line Work At Manjunathpur 2nd main road (near) Yadappanavar House in ward 16,12-Nov-13,17108,12-Dec-13,17108
845,6030,24-Oct-13,57682,Emergency-Civil,Civil,Shaikha Abdul Hameed,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 16 gÀ ªÀÄAdÄ£ÁxÀ¥ÀÆgÀ 2£ÉĂ ªÀÄÄRågÀ¸ÉÛAiÀÄ°è PÀ£ÁđlPÀ ¨ÁåAPÀ ºÀwÛgÀ M¼ÀZÀgÀAr ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀÅzÀÄ.,Regarding UGD Line  Work At Manjunatha Pur 2nd Main Road (near) Karnataka Bank. in ward 16,12-Nov-13,22814,12-Dec-13,22814
846,6031,24-Oct-13,57681,Emergency-Civil,Civil,Shaikha Abdul Hameed,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 18 gÀ vÉĂd¹é£ÀUÀgÀ ¤Ăj£À mÁåAPÀ ºÀwÛgÀ ºÁUÀÆ ¸ÀèªÀiï zÀ°è M¼ÀZÀgÀAr ZÉĂA§gÀUÀ¼À£ÀÄß zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀUÀ¼À£ÀÄß ºÁPÀÄªÀÅzÀÄ.,Regarding UGD Line  Work At Tejswini Nagar (near) water Tank & Tejswini Nagar Slam.in ward 18,12-Nov-13,18375,12-Dec-13,18375
847,6032,24-Oct-13,57735,Emergency-Civil,Civil,Sambrani S.G.,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 18 gÀ ¥ÀÄgÉÆĂ»vÀ£ÀUÀgÀ ªÉÄÊ¸ÀÆgÀ CªÀgÀ ªÀÄ£É ºÀwÛgÀ ºÉÆ¸ÀzÁV M¼ÀZÀgÀAr ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀÅzÀÄ. ºÁUÀÆ M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,"Regarding UGD Line  Work At  Purohit Nagar, (near) Mysor House New UGD Line Work in ward 18.",12-Nov-13,16109,12-Dec-13,16109
848,6033,24-Oct-13,57737,Emergency-Civil,Civil,Sambrani S.G.,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 18 gÀ ¥ÀÄgÉÆĂ»vÀ£ÀUÀgÀ ºÁUÀÄ PÀ®WÀlV ªÀÄÄRågÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ºÁUÀÆ J¥sï.Dgï.¹. PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,"Regarding UGD Line  Work At  Purohit Nagar, & Kalaghatagi Main Road. in ward 18.",12-Nov-13,19106,12-Dec-13,19106
849,6041,24-Oct-13,57731,Emergency-Civil,Civil,Sambrani S.G.,"zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12  ªÁqÀđ £ÀA 19 gÀ ¸ÀgÀ¸ÀévÀ¥ÀÄgÀzÀ°è ""ªÉÄĂWÀ£ÁxÀ"" ªÀÄ£ÉAiÀÄ ªÀÄÄAzÉ M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ",Regarding UGD Line  Work At Sarswathpur Meghanath House Opp in ward 19,12-Nov-13,19750,12-Dec-13,19750
850,6304,31-Oct-13,58359,Emergency-Civil,Civil,Malagimani Ashok M,ºÀÄ§â½î ªÁqÀđ £ÀA 39 gÀ PÀÈµÀÚVj PÁ®¤ G¥ÀgÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁUÀÆ ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding UGD Line Work At Krishanagiri  Colony in ward 39,12-Nov-13,28872,12-Dec-13,28872
851,6306,31-Oct-13,58981,Emergency-Civil,Civil,Panchaputra Shekhar M,ºÀÄ.«.ªÁqÀđ £ÀA 25 GtPÀ¯ï ZÀZÀđ ºÀwÛgÀ. ¸Á¬Ä£ÀUÀgÀ ªÀÈvÀÛ¢AzÀ ZÀZÀđ gÀ¸ÉÛ. ²æĂ£ÀUÀgÀ. ¸ÀÄvÀÛUÀnÖ MtÂAiÀÄ°è ºÁ¼ÁzÀ M¼ÀZÀgÀAr ZÉĂA§gÀUÀ¼À zÀÄgÀ¹Û  ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Drains:Repair to UGD Lines Work At Unklal  (near) Chruch. Sai Nagar Circul To Chruch Road. & Shri Nagar Sutha Gatti oni. in ward 25,13-Nov-13,13189,12-Dec-13,13189
852,6305,31-Oct-13,58980,Emergency-Civil,Civil,Panchaputra Shekhar M,ºÀÄ.«.ªÁqÀđ £ÀA 24 gÀ £ÀªÀ£ÀUÀgÀ JA.L.f. 80gÀ ºÀwÛgÀzÀ M¼ÀZÀgÀAr ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ £ÀqÀÄ«£À gÀ¸ÉÛAiÀÄ°èAiÀÄ M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Drains:Repair to UGD Lines Work At Navangar (near) 80  M.I.G.in ward 24,07-Nov-13,17441,12-Dec-13,17441
853,6307,31-Oct-13,58983,Emergency-Civil,Civil,Panchaputra Shekhar M,ºÀÄ.«.ªÁqÀđ £ÀA 25 gÀ vÁd£ÀUÀgÀ. ºÁUÀÆ KPÀvÁ£ÀUÀgÀ gÀ¸ÉÛUÀ¼À°è ºÁ¤UÉÆ¼ÀUÁzÀ M¼ÀZÀgÀAr ZÉĂA§gÀUÀ¼À zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Repair to UGD Lines At Taj Nagar. and Ekatha Nagar Roads in ward 25,07-Nov-13,16179,12-Dec-13,16179
854,6476,08-Nov-13,58360,Emergency-Civil,Civil,Malagimani Ashok M,ºÀÄ§â½î « ªÁqÀđ £ÀA 39 gÀ UÀÄrºÁ¼À gÀ¸ÉÛ AiÀÄÄ.PÉ.n.»®́ gÀ¸ÉÛ PÁæ¸ÀzÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁUÀÆ ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,"Regarding UGD Line Work At Gudihal Road, UKT Hills Cross Road. in ward 339",19-Nov-13,22041,12-Dec-13,22041
855,6700,16-Nov-13,59457,Emergency-Civil,Civil,Chikkayyanavar Shivappa S,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 13 gÀ°è ¸À¥ÁÛ¥ÀÆgÀ ¨Á«, zÀÄUÁđ PÁ®¤, £ÁAiÀÄPÀªÁr ZÁ¼À ºÁUÀÆ ªÀÄºÉĂAzÀæPÀgÀ ZÁ¼ÀzÀ°ègÀÄªÀ ¸ÁªÀđd¤PÀ ¨sÁ«AiÀÄ£ÀÄß ¸ÀéZÀ̉UÉÆ½¸ÀÄªÀÅzÀÄ","Regarding Cleaning of well and ponds Maintenance Works at Saptapur,Durga Colony, Nayakwadi Chal in ward 13",19-Nov-13,80551,12-Dec-13,80551
856,6028,24-Oct-13,57679,Emergency-Civil,Civil,Shaikha Abdul Hameed,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12  ªÁqÀđ £ÀA 19 gÀ gÀdvÀVj 2£ÉĂ ªÀÄÄRå gÀ¸ÉÛAiÀÄ°è ²æĂ ºÉÆ¸ÀUËqÀgÀ ªÀÄ£É ºÀwÛgÀ M¼ÀZÀgÀAr  zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ. ( ªÀiÁ£Àå DAiÀÄÄPÀÛgÀÄ C£ÀÄªÉÆĂ¢¹zÀ PÁªÀÄUÁj.),Regarding UGD Line work At Rajath Giri 2nd Main Road (near) Shri Hosgaudar House inn ward 19.,19-Nov-13,26863,12-Dec-13,26863
857,6040,24-Oct-13,57732,Emergency-Civil,Civil,Sambrani S.G.,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12  ªÁqÀđ £ÀA 19 gÀ «ªÉĂPÁ£ÀAzÀ£ÀUÀgÀ 2£ÉĂ PÁæ¸ï ºÀ£ÀÄªÀÄAvÀ zÉĂªÀ¸ÁÜ£ÀzÀ »A§¢UÉ M¼ÀZÀgÀAr ¥ÀÄ£À: PÀlÄÖªÀÅzÀÄ.,Regarding UGD Line  Work At Vivekanand Nagar 3rd Cross Hanumanth Temple Back Side in ward 19.,19-Nov-13,23485,12-Dec-13,23485
858,6042,24-Oct-13,57734,Emergency-Civil,Civil,Sambrani S.G.,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 20 gÀ°è ««zsÀ ¨sÁUÀUÀ¼À°è ZÉĂA§gÀ JvÀÛj PÀnÖ PÀªÀgÀUÀ¼À£ÀÄß C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Regarding Drain Work At Dharwad Vibhag in ward 20,19-Nov-13,16495,12-Dec-13,16495
859,6020,24-Oct-13,57662,Emergency-Civil,Civil,Shibhargatti Z.T,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ªÁqÀđ £ÀA 19 gÀ ¸ÀgÀ¸Àéw¥ÀÆgÀ ªÀÄÄRå gÀ¸ÉÛ (ªÀÄ¸Á®UÁgÀ PÁ®¤) zÉĂ±Á¬Ä PÀlÖqÀzÀ ªÀÄÄA¨ÁUÀzÀ°è M¼ÀZÀgÀAr ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀÅzÀÄ,Regarding UGD line Road Works at Saraswatipur main Roads in ward no : 19,19-Nov-13,13322,12-Dec-13,13322
860,6699,16-Nov-13,59000,Emergency-Civil,Civil,Chikkayyanavar Shivappa S,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 14gÀ UÁAªÀPÀgÀ ¥Áèl ºÀwÛgÀ ²æĂ CA©PÀgÀ ªÀÄ£É JzÀÄgÀÄ vÉgÉzÀ ZÀgÀAr ¤«Äđ¸ÀÄªÀÅzÀÄ. ( ªÀiÁ£Àå C¢üPÀëPÀ EAd¤AiÀÄgÀgÀÄ C£ÀÄªÉÆĂ¢¹zÀ PÁªÀÄUÁj),Regarding Open Drain Work At Gaunkar Plot (near) Shri Ambikar House Opp. in ward 14,19-Nov-13,85984,12-Dec-13,85984
861,6587,12-Nov-13,56632,Emergency-Civil,Civil,Bhajantri Pandurang M,"EAqÉAmï £ÀA.9910, ºÀÄ§â½î ªÁqÀđ £ÀA 57 gÀ «ĂgÁ¥ÀÆgÀ NtÂ 4£ÉĂ £ÀA ±Á¯ÉAiÀÄ ºÀwÛgÀ ªÀgÀÄ ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉ ±ËZÁ®AiÀÄ zÀÄgÀ¹ÜUÉÆ½¸ÀÄªÀÅzÀÄ.",Regarding Repairs HDMC Toilet near Veerapur Oni 4 no School in ward 57,28-Nov-13,218049,12-Dec-13,218049
862,6861,26-Nov-13,56733,Emergency-Civil,Civil,Kilarimath Gururaj Irayya,ºÀÄ. «. ªÁ. £ÀA.37gÀ £ÀAzÀUÉÆĂPÀÄ®zÀ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ.,Providing MHC wards No.37 at Nandagokul,29-Nov-13,17487,12-Dec-13,17487
863,6997,29-Nov-13,58651,Emergency-Civil,Civil,Hanchinmani Nagesh R,ªÁqÀđ £ÀA 34 gÀ°è PÉÆA§PÉÆt ¥Áèl ºÁUÀÆ «zÁå£ÀUÀgÀ AiÀÄAiÀÄ.f.r PÉÆ¼ÀªÉ ªÀiÁUÀđ GzÀƯPÀÄ̀ PÁAQæĂl ¥ÉĂ«AUÀ ªÀiÁqÀÄªÀÅzÀÄ ºÁUÀÆ ZÉA§gÀ PÀlÄÖªÀÅzÀÄ.,"Regarding U,G,D, Drain Work Kumbakona Plot To VidhyA Nagar U G D Drain Line Work Ward No 34",29-Nov-13,28316,12-Dec-13,28316
864,6757,21-Nov-13,59248,Emergency-Civil,Civil,Panchaputra Shekhar M,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 27 gÀ nA§gÀAiÀiÁqÀđ PÉÊ¯Á¸À ¸Áé«Ä¯ï zÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¹ J¥sÀ.Dgï.¹. PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Slab Over Drain Work At Timbar Yard.  Kailas Swa Mill. Krishana Swa Mill  in ward 27,29-Nov-13,19805,12-Dec-13,19805
865,6886,26-Nov-13,59244,Emergency-Civil,Civil,Panchaputra Madan M,ºÀÄ.«.ªÁqÀđ £ÀA 27 gÀ°è nA§gÀAiÀiÁqÀđ ºÀ©Ă§ ªÀÄ£É ºÀwÛgÀ ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ,Regarding Chembar Repair Maintnance works at Timbar yard Habib House in Ward No : 27,29-Nov-13,17765,12-Dec-13,17765
866,6762,21-Nov-13,59121,Emergency-Civil,Civil,Hanchinmani Nagesh R,ºÀÄ.«.ªÁqÀđ £ÀA 34 gÀ CªÀÄÈvÀ mÁQd ªÀÄÄAzÉ ZÉA§gÀ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀÅzÀÄ,Regarding Chembar Maintnance works in ward No : 34,29-Nov-13,22148,12-Dec-13,22148
867,6724,19-Nov-13,58643,Emergency-Civil,Civil,Nadaf Khajesab Allisab,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 66 gÀ ºÉÆ¸ÀUÀ§ÆâgÀzÀ°è g§gÀÄªÀ 2£ÉĂ PÁæ¸ÀzÀ°è PÀÄ¹zÀÄ ©¢ƯgÀÄªÀ ZÉĂA§gÀ PÀnÖ PÀªÀgÀ ºÁQ j¥ÉĂj ªÀiÁqÀÄªÀÅzÀÄ.,Regarding Drain Work At New Gabbur 2nd Cross. in ward 66,27-Nov-13,17213,12-Dec-13,17213
868,6728,19-Nov-13,58639,Emergency-Civil,Civil,Nadaf Khajesab Allisab,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 58 gÀ ªÉÆĂaUÀ°è ºÁUÀÆ CPÀâgÀ° ºÀwÛgÀ PÀÄ¹zÀÄ©zÀƯ ZÉĂA§gÀ zÀÄgÀ¹ÜUÉÆ½¹ J¥sÀ.Dgï.¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drain Work & FRC Cover Work At Mochigalli & (near) Akbar Ali FRC Cover Work. in ward 58,27-Nov-13,6529,12-Dec-13,6529
869,6621,13-Nov-13,58409,Emergency-Civil,Civil,Charantimath Sadanand S,ªÀ®AiÀÄ PÀZÉĂj £ÀA 6 ºÀÄ « ªÁ £ÀA 33 gÀ §£À±ÀAPÀj §qÁªÀuÉAiÀÄ°è ºÁ¼ÁzÀ AiÀÄÄfr ¯ÉÊ£ï °APï ªÀiÁr ZÉĂA§gï zÀÄgÀ¹Ü ªÀiÁr PÀªÀgï ºÁPÀÄªÀÅzÀÄ,Zonal Office 6 Providing a UGD Line Connection at Ward No-33 in Banashankari Badawane Hubli,29-Nov-13,14201,12-Dec-13,14201
870,5036,18-Sep-13,57369,Emergency-Civil,Civil,Charantimath Sadanand S,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 33gÀ ªÀÄAiÀÄÆj JPÀ́mÉ£Àë£Àß°è AiÀÄÄ.f.r. ¯ÉÊ£ÀUÉ ZÉĂA§gï zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drain  Repairs work At Mayuri Extenection UGD Drain work in ward 33,29-Nov-13,13856,12-Dec-13,13856
871,5034,18-Sep-13,57226,Emergency-Civil,Civil,Charantimath Sadanand S,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 30 gÀ°è ºÁ¼ÁzÀ ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drain Repairs Work At Hubli Dharwad wrd no 30,29-Nov-13,21234,12-Dec-13,21234
872,6619,13-Nov-13,58411,Emergency-Civil,Civil,Charantimath Sadanand S,"ºÀÄ§â½î ªÁqÀđ £ÀA 30 gÀ ªÉĂAPÀmÉĂ±ÀégÀ PÁ¯ÉÆĂ¤, zÁ£ÉĂ±Àéj PÁ¯ÉÆĂ¤, ºÁUÀÆ £ÀPÀëvÀæ PÁ¯ÉÆĂ¤UÀ¼À°è ºÁ¼ÁzÀ ZÉĂA§gÀ zÀÄgÀ¹Û  ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.","Regarding Drain Work At Venkteshwar Colony, Dhaneshwari Colony, & Nakshatra Colony. in ward 30",29-Nov-13,10903,12-Dec-13,10903
873,6618,13-Nov-13,58410,Emergency-Civil,Civil,Charantimath Sadanand S,ºÀÄ.«.ªÁqÀđ £ÀA 29 gÀ ºÀÆUÁgÀ NtÂAiÀÄ°è ( ªÀÄ¹Ă¢ MtÂ ) ºÁ¼ÁzÀ ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr  PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,"Regarding Drain Work At Hugar Oni , ( Masadhi Oni) in ward 29",29-Nov-13,15239,12-Dec-13,15239
874,5035,18-Sep-13,57212,Emergency-Civil,Civil,Charantimath Sadanand S,ºÀÄ§â½î ªÁqÀđ £ÀA 29 gÀ°è ªÀÄ¸ÀÆw NtÂAiÀÄ°è ºÁ¼ÁzÀ ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drain Work At Masathi Oni in ward 29,29-Nov-13,7116,12-Dec-13,7116
875,1416,25-May-13,49781,Emergency-Civil,Civil,Ajay Gangadhar Dharwadkar,ºÀÄ.«.ªÁqÀđ £ÀA 31gÀ ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉ ªÀ®AiÀÄ PÀZÉĂj £ÀA-06 ªÀÄvÀÄÛ JZï.r 1 zÀ°è  ±ËZÁ®AiÀÄ PÀlÄÖªÀzÀÄ.,zonal no 6 ward no 31 HD 1 toilet building bill.,29-Nov-13,92197,12-Dec-13,92197
876,6070,25-Oct-13,58404,Emergency-Civil,Civil,Kyarkatti Mahesh Hanumanthappa,"ºÀÄ§â½î « ªÁqÀđ £ÀA 48 gÀ ¥ÀæPÁ±À PÁ¯ÉÆĂ¤, zÉĂ¸Á¬Ä ¥ÁPÀđ, ºÁUÀÆ ¨É¼ÀªÀtÂQ PÁ¯ÉÆĂ¤UÀ¼À°è M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.","Regarding UGD Line Work At Prakash Colony, Desai Park, and Belavang Colony. in ward 48",29-Nov-13,13214,12-Dec-13,13214
877,6887,26-Nov-13,59011,Emergency-Civil,Civil,Dayagodi Umesh,ºÀÄ.«.ªÁqÀđ £ÀA 32 gÀ zÀAiÀiÁ£ÀAzÀ PÁ¯ÉÆĂ¤. ºÁUÀÆ DgÀhiÁzÀ PÁ¯ÉÆĂ¤UÀ¼À°è ºÁ¼ÁzÀ ZÉĂªÀÄ§gÀ zÀgÀÄ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Slab Over Drain At Dayanand Colony. and Azad Colony. in ward 32,29-Nov-13,24338,12-Dec-13,24338
878,6885,26-Nov-13,59010,Emergency-Civil,Civil,Charantimath Sadanand S,ºÀÄ.«.ªÁqÀđ £ÀA 31 gÀ §zÁ«Ä£ÀUÀgÀ. eÉĂªÀÄ́ ¯ÁåAqï. PÀÄ¸ÀÄUÀ¯ï ªÉÄĂ£ï gÉÆĂqÀ£À°è ºÁ¼ÁzÀ ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drains:Slab Over Drain At Badami Nagar. Jems Land. Kusugal Main Road. in ward 31,29-Nov-13,10505,12-Dec-13,10505
879,6071,25-Oct-13,58405,Emergency-Civil,Civil,Kyarkatti Mahesh Hanumanthappa,ºÀÄ§â½î « ªÁqÀđ £ÀA 31 gÀ ±À§j£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding UGD Line Work At Shabari Nagar in ward 31,29-Nov-13,19727,12-Dec-13,19727
880,6072,25-Oct-13,58408,Emergency-Civil,Civil,Mathad I.V.,ºÀÄ.«.ªÁqÀđ £ÀA 30 gÀ ¥À®đ §qÁªÀuÉAiÀÄ°è ²æĂ «PÁ¸À ¥ÀªÁgÀªÀgÀ ªÀÄ£É¬ÄAzÀ ªÀÄ£É £ÀA 95 gÀ ªÀgÉUÉ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ.,Regarding UGD Line Work At Parl Badavane (near) Shri Vikas Pawar House.To  House no:95 UGD Line Work. in ward 30,29-Nov-13,13333,12-Dec-13,13333
881,7051,30-Nov-13,57187,Emergency-Civil,Civil,Patil Rajendra S,ºÀÄ§â½î « ªÁqÀđ £ÀA 29 gÀ UÉÆĂ¥Àà£ÀPÉÆ¥Àà ªÀÄÄRå gÀ¸ÉÛ ºÁUÀÆ gÁeÁf £ÀUÀgÀ «£ÁAiÀÄPÀ £ÀUÀgÀUÀ¼À°è ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Regarding Drain Work At Gopan Koppa Main Road & Rajaji Nagar Vinayak Nagar. in ward 29,30-Nov-13,11856,12-Dec-13,11856
