S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
1327,8323,13-Jan-15,67800,Emergency-Civil,Civil,Panchaputra Madan M,"ºÀÄ. «. ªÁ. £ÀA.37gÀ £ÀAzÀUÉÆĂPÀÄ®, UÉÆĂPÀÄ® ºÁUÀÆ UÉÆĂPÀÄ® D±ÀæAiÀÄ §qÁªÀuÉAiÀÄ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.","Zonal No.07 Repair work of MHC at ward no: 37 Nandagokul,  Gokul & Gokul Ashraya Badavane.",24-Jan-15,27718,05-Feb-15,27718
1328,8175,08-Jan-15,65550,Emergency-Civil,Civil,Jineshwar Tammanna Kavatakoppa,ªÀ®AiÀÄ PÀZÉĂj £ÀA.7gÀ ºÀÄ. «. ªÁ. £ÀA.40gÀ ®QëöäĂ ¥ÁPÀđ ºÁUÀÆ ªÀÄAiÀÄÆj UÁqÀđ£ÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,Zonal No.07 Repair of MHC at ward no:40 Laxmi park & Mayuri garden.,24-Jan-15,20445,05-Feb-15,20445
1329,8326,13-Jan-15,68582,Emergency-Civil,Civil,Panchaputra Madan M,ºÀÄ.«.ªÁqÀđ £ÀA 38 ªÀÄAdÄ£ÁxÀ£ÀUÀgÀ ±Á¯É ºÀwÛgÀ ªÀÄvÀÄÛ ªÉĂAPÀmÉĂ±ÀégÀ UÀÄr ºÀwÛgÀ ºÁUÀÆ PÀÄAaPÉÆgÀªÀgÀ PÁ¯ÉÆ¤AiÀÄ°è ZÉĂA§gÀ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.,Regarding Drain work At Manjunath Nagar near Venkateshwar Temple & Kunchikoravar Colony in ward no 38,24-Jan-15,41147,05-Feb-15,41147
1330,8689,24-Jan-15,69007,Emergency-Civil,Civil,Vadakannavar Manjunath A,"ºÀÄ.«.ªÁqÀđ.£ÀA.41gÀ ¹zÁƯgÀÆqsÀ£ÀUÀgÀ, ¹zÀƯ°AUÉĂ±ÀégÀ PÁ®¤, gÁdzsÁ¤ PÁ®¤AiÀÄ°è ZÉĂA§gÀUÀ¼À£ÀÄß ¸Àj¥Àr¸ÀÄªÀÅzÀÄ.",Regarding Drain work at Siddalingeshwar Colony in ward no.41,29-Jan-15,11888,05-Feb-15,11888
1331,8268,12-Jan-15,68432,Emergency-Civil,Civil,Koladuru Shivanda V,ºÀÄ.«.ªÁqÀđ £ÀA 66 gÀ UÀ§ÆâgÀ gÀ¸ÉÛAiÀÄ°è vÁådå ¤Ăj£À ¥ÉÊ¥ï ºÁQ ªÉÄĂ¯ÉĂ ªÀÄtÄÚ ¸ÀªÀÄvÀlÄÖ ªÀiÁqÀÄªÀzÀÄ.,Regarding Ugd work At Gabbur Road. in wad no 66,24-Jan-15,19429,05-Feb-15,19429
1332,8267,12-Jan-15,68431,Emergency-Civil,Civil,Koladuru Shivanda V,"ºÀÄ.«.ªÁqÀđ £ÀA 66 wªÀÄä¸ÁUÀgÀ, £ÉĂPÁgÀ£ÀUÀgÀ ªÀÄÄRågÀ¸ÉÛ ºÉÆ¸ÀUÀ§ÆâgÀ ºÁUÀÆ £ÉĂvÁf PÁ¯ÉÆ¤ ªÀÄÄRågÀ¸ÉÛAiÀÄ MqÉzÀ ZÉĂA§gÀUÀ¼À£ÀÄß ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ.","Regarding Drain work At Thimmsagar, Nekar Nagar Main Road, New Gabbur & Netaji Colony  Main Road in ward no 66",24-Jan-15,23838,05-Feb-15,23838
1333,8269,12-Jan-15,68424,Emergency-Civil,Civil,Koladuru Shivanda V,ºÀÄ.«.ªÁqÀđ £ÀA 66 gÀ ºÀ¼É UÀ§ÆâgÀ ªÀÄÄRågÀ¸ÉÛAiÀÄ°è PÁæ¸ï qÉæĂ£ï ªÀiÁqÀÄªÀzÀÄ.,Regarding Cross Drain work At Old Gabbur Main Road in ward no 66,24-Jan-15,48487,05-Feb-15,48487
1334,8561,21-Jan-15,62104,Emergency-Civil,Civil,Sambrani S.G.,zsÁ.«.ªÁqÀđ £ÀA 10gÀ°è ¦.PÉ PÁélgÀ¸ï ¸ÀªÀÄÄzsÁAiÀÄ ¨sÀªÀ£À JzÀÄgÀÄ Dgï.¹.¹ ¸Áè¨ï ¤ªÀiÁđt ºÁUÀÆ ªÀÄzÁgÀªÀÄrØ 2£ÉĂ PÁæ¸À ºÀwÛgÀ J£À́¥ÉPÀë£ï ZÉĂA§gÀ zÀÄgÀ¹Ü ºÁUÀÄ PÀªÀgï C¼ÀªÀr¸ÀÄªÀzÀÄ.,Regarding Drain Work At P.K.Qurters Opp Samudhaya Bhavan & Madar Maddi  2nd Cross in ward no 10,24-Jan-15,14955,05-Feb-15,14955
1335,8574,22-Jan-15,62123,Emergency-Civil,Civil,Sambrani S.G.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 11gÀ°è CQ̀ ¥ÉĂl ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉ PÁA¥ÉèĂPÀ́ ºÀwÛgÀ AiÀÄÄfr ¯ÉÊ£ï ºÁUÀÆ ZÉĂA§gÀ zÀÄgÀ¹Ü PÁªÀÄUÁj.,Regarding UGD Line Work At Akki Peth (near) Mahanagar Palike Complex in ward no 11,24-Jan-15,53363,05-Feb-15,53363
1336,8270,12-Jan-15,68430,Emergency-Civil,Civil,Koladuru Shivanda V,ºÀÄ.«.ªÁqÀđ £ÀA 66 gÀ ²æĂ gÁªÀÄ PÁ¯ÉÆ¤ 4£ÉĂ PÁæ¸ÀzÀ°è ºÉÆ¸ÀzÁV ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀzÀÄ.,Regarding Drain work At Shri Ram Colony 4th Cross. in ward no 66,24-Jan-15,16658,05-Feb-15,16658
1337,8392,14-Jan-15,65674,Emergency-Civil,Civil,Irfan M U,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03 ªÁqÀđ £ÀA 04gÀ ¸ÉÆĂ£Á¥ÀÆgÀ 1£ÉĂ CqÀØ gÀ¸ÉÛ ºÁUÀÆ UÀÄ®UÀÄAfPÉÆ¥Àà VjAiÀÄ¥Àà£ÀªÀgÀ ªÀÄ£É ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ zÀÄgÀ¹ÜUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding UGD Line Work At Sonapur 1st Cross Road & Gulagunjikoppa (near) Giriyappanavar House.,24-Jan-15,23698,05-Feb-15,23698
1338,8391,14-Jan-15,65670,Emergency-Civil,Civil,Irfan M U,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03 ªÁqÀđ £ÀA 15gÀ ®QëĂ mÁQd ºÀwÛgÀ ºÁ¸ÀÖ®  JzÀÄjUÉ M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹ÜUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding UGD Line Work At Laxmi Talkij Opp Hostel in ward no 15,24-Jan-15,24555,05-Feb-15,24555
1339,8390,14-Jan-15,65671,Emergency-Civil,Civil,Irfan M U,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03 ªÁqÀđ £ÀA 12 gÀ jĂUÀ¯ï ¸ÀPÀđ¯ï ºÀwÛgÀ M¼ÀZÀgÀAr ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ºÁUÀÆ ªÁ£ÀªÀÄ 4 ªÀÄvÀÄÛ 5 gÀ ««zsÀ PÀqÉ ZÉĂA§gÀ PÀªÀígÀ ºÁPÀÄªÀÅzÀÄ.,Regarding UGD Line Work it Rigal Circle & ward no 4 & 5 in ward no 12,24-Jan-15,24642,05-Feb-15,24642
1340,8636,23-Jan-15,68477,Emergency-Civil,Civil,Praveen Y Badami,ºÀÄ§â½î «¨ÁUÀzÀ ªÁqÀđ £ÀA.27gÀ°è nA§gÀ AiÀiÁqÀđ ¹zÀƯUÀAUÁ £ÀUÀgÀ ºÁUÀÆ ¹zÀƯ PÀ¯Áåt£UÀgÀzÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ZÉĂA§gÀ ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,Timber yard  Siddaganga  Nagar  and  Siddakalyananagar UGd pipe line and chember repair FRC cover  at ward no.27,29-Jan-15,23914,05-Feb-15,23914
1341,8640,23-Jan-15,68486,Emergency-Civil,Civil,Panchaputra Shekhar M,"ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA.27gÀ°è UÀ«¹zÉƯĂ±ÀégÀ£ÀUÀgÀzÀ°è ±ÉAPÀgÀ¥Àà §rUÉĂgÀ CªÀgÀ ªÀÄ£É ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ, ºÁUÀÆ ZÉA§gÀ PÀlÄÖªÀÅzÀÄ.",Regarding Drain work at Gavisiddeshwarnagar in ward no.27,29-Jan-15,26360,05-Feb-15,26360
1342,8638,23-Jan-15,68300,Emergency-Civil,Civil,Gangavati S.S.,"ºÀÄ.«.ªÁqÀđ £ÀA. 35gÀ ¥ÀæUÀwPÁ®¤, PÁ½zÁ¸À£ÀUÀgÀ §£À±ÀAPÀj  §qsÁªÀuÉAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁQ bÉA§gï PÀlÄÖªÀÅzÀÄ.",Providing and laying the pragati colony and banashakri badavane 150mm &230mm dia pipe sewege  pipe  chamber construction,29-Jan-15,88282,05-Feb-15,88282
1343,8654,24-Jan-15,67604,Emergency-Civil,Civil,M/s Aamna Contractors,"ºÀÄ.«.ªÁqÀđ £ÀA 24 gÀ CªÀÄgÀUÉÆĂ¼À, £ÀªÀ£ÀUÀgÀ gÀ¸ÀÛUÀ¼À°è ºÁ¼ÁzÀ M¼ÀZÀgÀAr ZÉĂA§gÀUÀ¼À£ÀÄß zÀÄgÀ¹Ü ªÀiÁr PÀªÀgÀ ºÁPÀÄªÀzÀÄ.","Rearding UGD Line work At Amargol, Navangar Road, in ward no 24",31-Jan-15,28616,05-Feb-15,28616
1344,8486,20-Jan-15,68449,Emergency-Civil,Civil,Shrinivas N Mane,ºÀÄ.«.ªÁqÀđ £ÀA 23 gÀ UÁªÀÄ£ÀUÀnÖ UÁæªÀÄzÀ MPÀ̀®UÉĂgÀ NtÂ ²æĂ PÀÄ®PÀtÂđ ªÀÄ£É ºÀwÛgÀ Dgï.¹.¹ vÉgÉzÀ ZÀgÀAr zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.,Regarding Open Drain work At Gamangatti Gram &Okkalager Oni near Shri Kulakarni Residence. in ward no 23,31-Jan-15,15895,05-Feb-15,15895
1345,8485,20-Jan-15,68294,Emergency-Civil,Civil,Shrinivas N Mane,"ºÀÄ.«.ªÁqÀđ £ÀA 23 £ÀªÀ£ÀUÀgÀ ²ªÁ£ÀAzÀ£ÀUÀgÀzÀ°è  ºÉÆ¸ÀzÁV ZÉĂA§gÀ PÀlÄÖªÀzÀÄ, ºÁUÀÆ PÉ.¹¹ ¨ÁåAPÀ PÁ¯ÉÆĂ¤ ¥ÀAZÁPÀëj£ÀUÀgÀ, UÀAUÁzÀgÀ £ÀUÀgÀzÀ°è ZÉĂA§gÀUÀ¼À zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.","Regarding UGD work At Shivanand Nagar  & Nava Nagar,  KCC Bank Colony, Panchakshri nagar  in ward no 23",31-Jan-15,38431,05-Feb-15,38431
1346,8483,20-Jan-15,68282,Emergency-Civil,Civil,Narendra Veeranna Siddappa,ºÀÄ.«.ªÁqÀđ £ÀA 23 ±ÁAvÀ£ÀUÀgÀ £ÀªÀ£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr ZÉĂA§gÀ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.,Regarding UGD work At Shanth Nagar & Nava Nagar in ward no 23,31-Jan-15,12817,05-Feb-15,12817
1347,8759,27-Jan-15,68245,Emergency-Civil,Civil,Khaza Hussain A. K.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02ªÁqÀđ £ÀA 07 ¤eÁªÀÄÄ¢Ư£À PÁ¯ÉÆĂ¤AiÀÄ°è ZÉA§gÀ zÀÄgÀ¹Û ªÀÄvÀÄÛ PÀªÀgï C¼ÀªÀr¸ÀÄªÀzÀÄ.,Regarding Drain Work At  Nijamuddin Colony. in ward no 7,30-Jan-15,10029,05-Feb-15,10029
1348,8929,31-Jan-15,68771,Emergency-Civil,Civil,Kempasannavar .B.S.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 01 ªÁqÀđ £ÀA 13gÀ J¸ï.PÉ.J¸ï PÁ®¤ ²æĂ PÀÄjAiÀÄªÀgÀ ªÀÄ£É ºÀwÛgÀ ºÁUÀÆ vÀÄAUÀ¨sÀzÁæ PÁ®¤ ²æĂ ¥ÀªÀđvÀªÀÄoÀ ªÀÄ£É ºÀwÛgÀ vÉgÉzÀ ZÀgÀAr zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ,Regarding repair of drain at SKS colony near kuri & near tungabhadra clony parvat math house in w no 13,31-Jan-15,95409,05-Feb-15,95409
1349,8758,27-Jan-15,68244,Emergency-Civil,Civil,Khaza Hussain A. K.,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 06 gÁd£ÀUÀgÀ ºÀwÛgÀ ºÁUÀÆ ªÀÄÄgÀÄWÁªÀÄoÀzÀ §½ ZÉĂA§gÀ zÀÄgÀ¹Û AiÀÄÄfr ¯ÉÊ£À zÀÄgÀ¹Û ªÀÄvÀÄÛ PÀªÀgÀ C¼ÀªÀr¸ÀÄªÀÅzÀÄ.,Regarding UGD Line work at Rajanagr and Murughamatt ward no 6,30-Jan-15,11544,05-Feb-15,11544
1350,8842,30-Jan-15,69354,Emergency-Civil,Civil,Mysore Sanjeev Basappa,ºÀÄ.«.ªÁqÀđ £ÀA 61 gÀ ²ªÀ±ÀAPÀgÀÀ PÁ¯ÉÆ¤ ªÁlgÀ mÁåAPÀ ºÀwÛgÀ ºÉÆ¸ÀzÁV ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀzÀÄ.,Regarding Drain work At Shivshankar Colony Ner Water Tank. in ward no 61,02-Feb-15,16658,05-Feb-15,16658
1351,8840,30-Jan-15,69358,Emergency-Civil,Civil,Mysore Sanjeev Basappa,ºÀÄ.«.ªÁqÀđ £ÀA 61 gÀ £ÀªÀAiÉÆĂzsÁå£ÀUÀgÀ ©ĂgÀ§AzÀ NtÂAiÀÄ°è MqÉzÀ ZÉĂA§gÀUÀ¼À£ÀÄß ¸Àj¥Àr¸ÀÄªÀzÀÄ.,Regarding Drain work At Nava ayodya Nagar Birband Oni. in ward no 61,02-Feb-15,17175,05-Feb-15,17175
1352,8844,30-Jan-15,69362,Emergency-Civil,Civil,Mysore Sanjeev Basappa,ºÀÄ.«.ªÁqÀđ £ÀA 43 ZÀ£Àß¥ÉĂoÀ J¸ï.J¸ï.PÉ PÀ¯Áå£À ªÀÄAl¥À ªÀÄÄAzÉ ºÉÆ¸ÀzÁV ZÉĂA§gÀ ¤«Äđ¸ÀÄªÀzÀÄ.,Regarding  Drain work At Channapeth Opp S.S.K. Kalyan Manatap.  in ward no 43,02-Feb-15,12756,05-Feb-15,12756
1353,8836,30-Jan-15,69350,Emergency-Civil,Civil,Killedar Zaheerudden K,"ºÀÄ.«.ªÁqÀđ £ÀA 65 gÀ C¯ÁÛ¥sÀ£ÀUÀgÀ, J¸ï.JªÀiï. PÀÈµÁÚ£ÀUÀgÀPÉ̀ ºÉÆĂUÀÄªÀ gÀ¸ÉÛAiÀÄ°è ²y®UÉÆAqÀ M¼ÀZÀgÀAr ZÉĂA§gÀUÀ¼À£ÀÄß ¤«Äđ¸ÀÄªÀzÀÄ.",Regarding UGD work At Altaf Nagar. S.M. Krishna Nagar Road in ward no 65,02-Feb-15,45325,05-Feb-15,45325
1354,8838,30-Jan-15,69353,Emergency-Civil,Civil,Killedar Zaheerudden K,ºÀÄ.«.ªÁqÀđ £ÀA 65 gÀ F¸ÀégÀ£ÀUÀgÀzÀ°è ZÉĂA§gÀUÀ¼À£ÀÄß ¸Àj¥Àr¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ.,Regarding Drain work At Ishwar Nagar. in ward no 65,02-Feb-15,15737,05-Feb-15,15737
1355,8839,30-Jan-15,69352,Emergency-Civil,Civil,Killedar Zaheerudden K,ºÀÄ.«.ªÁqÀđ £ÀA 65 gÀ F±ÀégÀ£ÀUÀgÀ ªÀÄ¹ÓzÀ ªÀÄÄAzÉ §gÀÄªÀ gÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr ¤«Äđ¸ÀÄªÀzÀÄ.,Regarding UGD Work At Ishwar Nagar Opp Masajid. in ward no 65.,02-Feb-15,14849,05-Feb-15,14849
1356,8769,28-Jan-15,68150,Emergency-Civil,Civil,Vinay R Sunkad,ºÀÄ.«.ªÁ.£ÀA.39gÀ UÉÆĂPÀÄ®zsÁªÀÄ ºÁUÀÆ D£ÀAzÀ£ÀUÀgÀ ªÀÄÄRågÀ¸ÉÛAiÀÄ°è ZÉA§gÀ zÀÄgÀ¹ÜUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding Drain work at Anand Nagar ward no.39,02-Feb-15,21301,05-Feb-15,21301
1357,8768,28-Jan-15,68159,Emergency-Civil,Civil,Vinay R Sunkad,ºÀÄ. «. ªÁ. £ÀA.39gÀ UÉÆĂPÀÄ®zsÁªÀÄ §qÁªÀuÉAiÀÄ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,Repair work of MHC at ward no:39 Gokul Dham Badavane.,02-Feb-15,20087,05-Feb-15,20087
1358,8939,31-Jan-15,69125,Emergency-Civil,Civil,Walikar Ashok Parasappa,"ºÀÄ.«.ªÁ.£ÀA.38 ±ÀQÛ£ÀUÀgÀ, ªÀÄAiÀÄÆgÀ£ÀUÀgÀ ºÁUÀÆ ¹®égÀmË£ÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ.",Regarding Slab Cover work at Shakti Nagar Mayuranagar Silver Town ward no.38.,31-Jan-15,37311,05-Feb-15,37311
1359,8940,31-Jan-15,69127,Emergency-Civil,Civil,Walikar Ashok Parasappa,ºÀÄ.«.ªÁ.£ÀA.38gÀ ±ÀQÛ UÀÄr »AzÉ ±ÀQÛ£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁUÀÆ ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding Drain work at Shakti Nagar ward no.38,31-Jan-15,97905,05-Feb-15,97905
1360,9150,09-Feb-15,69076,Emergency-Civil,Civil,Savadatti Veerupakshappa Bhaimappa,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 08gÀ°è ¥ÉÆĂvÀ¤Ă¸ï UÀ°èAiÀÄ°è vÉ,ZÀ zÀÄgÀ¹Û ºÁUÀÆ Dgï.¹.¹. zÀ¨Á¸À ªÀÄvÀÄÛ qÉÆĂgÀ ¸ÀªÀiÁd 2£ÉĂ PÁæ¸À£À°è Dgï.¹.¹. zÀ¨Á¸À C¼ÀªÀr¸ÀÄªÀÅzÀÄ.",Regarding Drain work at Potanisagalli ward no.8,16-Feb-15,57640,20-Feb-15,57640
1361,9141,07-Feb-15,69063,Emergency-Civil,Civil,Savadatti Veerupakshappa Bhaimappa,"zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ªÁqÀđ £ÀA 08 ªÀiÁzÀ£À ±ÀnÖ NtÂ Dgï¹¹ vÉ.ZÀ PÀnÖ ¸Áèöå§ ºÁPÀÄªÀzÀÄ ºÁUÀÆ CqÀQ NtÂ, ¨sÀÆ¸À NtÂ, JªÀiï Dgï £ÀUÀgÀ ¸Áèöå§ j¥ÉĂj ªÀiÁqÀÄªÀ  PÁªÀÄUÁj",repairy of RCC slab for Madan shatti Oni and Adaki ONi at w.no.8,16-Feb-15,51261,20-Feb-15,51261
1362,8982,03-Feb-15,68942,Emergency-Civil,Civil,Houde Subhash Ambaray,"ºÀÄ.«. ªÁ.£ÀA. 26gÀ ZÀ®ªÁ¢ NtÂ, ¥Áån¸Á® NtÂ §zÁ«Ä NtÂAiÀÄ°è ZÉA§gÀ zÀÄgÀ¹Ü ªÀiÁr J¥sï.Dgï. ¹. PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ","Hubli division ward no.26 Chalavadi oni, Pyatisala oni badami oni chember repair",05-Feb-15,35387,11-Mar-15,35387
1363,8984,03-Feb-15,68479,Emergency-Civil,Civil,Houde Subhash Ambaray,"ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA.26gÀ PÀèªÉÄĂ±ÀégÀ NtÂ, PÉĂj NtÂ ZÉA§gÀ zÀÄgÀ¹ÜUÉÆ½¹ J¥ï.Dgï.¹. PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.",Regarding Drain work Keri Oni ward no.26.,05-Feb-15,37158,11-Mar-15,37158
1364,8963,02-Feb-15,66207,Emergency-Civil,Civil,Kamati Rajshekhar B,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03 ªÁqÀđ £ÀA 05 gÀ PÀªÀÄ¯Á¥ÀÆgÀ ºÀjd£ÀPÉĂj gÀ¸ÉÛ JzÀÄgÀÄ gËAqÀ mÉĂ§¯ï ¸ÀÆ̀® JzÀÄgÀÄ Dgï.¹.¹. vÉgÉzÀ ZÀgÀAr ¤«Äđ¸ÀÄªÀÅzÀÄ.,Regading UGD Work At Kamalapur Harijan Keri Road Opp Near Round School. in ward no 12,07-Feb-15,31959,11-Mar-15,31959
1365,9135,07-Feb-15,68482,Emergency-Civil,Civil,Pastay V.L.,ªÁqÀđ £ÀA. 28gÀ UÀÄgÀÄzÉĂªÀ£ÀUÀgÀ 1£ÉĂ  PÁæ¸ï ²æĂ ¥ÀªÁgÀ ªÀÄ£É ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁPÀÄªÀÅzÀÄ.,Repaires to uGD line at gurudevnagar in ward no 28,11-Feb-15,34554,11-Mar-15,34554
1366,9138,07-Feb-15,68480,Emergency-Civil,Civil,Pastay V.L.,ºÀÄ.«.ªÁqÀđ £ÀA.28gÀ «±ÉéĂ±ÀégÀ£ÀUÀgÀ ²æĂ ªÀÄ£É ºÀwÛgÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ ºÁUÀÆ ZÉA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ ºÁUÀÆ CzsÁå¥ÀPÀ£ÀUÀgÀ ²æĂ ¢ĂQëĂvï ªÀÄ£É ºÀwÛgÀ ZÉA§gÀ zÀÄgÀ¹ÜUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding UGD line work at Vishweshwar Nagar in ward no.28,11-Feb-15,35515,11-Mar-15,35515
1367,9136,07-Feb-15,68475,Emergency-Civil,Civil,Patil Rajendra S,ºÀÄ.«.ªÁqÀđ £ÀA.26gÀ °AUÀgÁd£ÀUÀgÀ ¸ÀªÀÄÄzÁAiÀÄ ¨sÀªÀ£À ºÀwÛgÀ ²æĂ.©gÁzÁgÀ ªÀÄ£É ºÀwÛgÀ 150 JAJA ªÁå¸ÀzÀ M¼ÀZÀgÀAr PÉÆ¼ÀªÉ zÀÄgÀ¹Û ºÁUÀÆ ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding UGD line work at Lingaraj Nagar in ward no.26,11-Feb-15,34517,11-Mar-15,34517
1368,9137,07-Feb-15,68473,Emergency-Civil,Civil,Patil Rajendra S,ªÁqÀđ £ÀA.28 ¨Á¥ÀÆf£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr  PÉÆ¼ÀªÉ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ ²gÀr£ÀUÀgÀ ¥ÁgÉ¸ÀÖPÁ®¤ gÁd£ÀUÀgÀ«±ÉéĂ±ÀégÀ£ÀUÀgÀzÀ°è ZÉA§gÀ zÀÄgÀ¸ÀÜUÉÆ¼À¹ J¥sï. Dgï. ¹ PÀªgï ºÁPÀÄªÀÅzÀÄ,Remaning the Bapujinagar ganesh temple Back side UGd pipe line repair and  FRC,11-Feb-15,31753,11-Mar-15,31753
1369,8985,03-Feb-15,69314,Emergency-Civil,Civil,Kyarakatti Sunil P,ºÀÄ.«.ªÁqÀđ.£ÀA./23gÀ UÁªÀÄ£ÀUÀnÖ UÁæªÀÄzÀ ¨ÁUÀªÁ£À NtÂ¬ÄAzÀ vÁjºÁ¼À gÀ¸ÉÛªÀgÉUÉ M¼ÀZÀgÀAr ZÉA§gÀ zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ ºÁUÀÆ ºÉÆ¸À ZÉA§gÀ ¤ªÀiÁđt ªÀiÁqÀÄªÀÅzÀÄ.,Regarding UGD line work at Gamanatti in ward no.23,10-Feb-15,36876,11-Mar-15,36876
1370,8986,03-Feb-15,69311,Emergency-Civil,Civil,Kyarakatti Sunil P,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA 23 UÁªÀÄ£ÀUÀnÖ UÁæªÀÄzÀ ¨ÁUÀªÁ£À EtÂ¬ÄAzÀ vÁjºÁ¼À gÀ¸ÉÛªÀgÉUÉ M¼ÀZÀgÀAr ZÉĂªÀÄ§gÀ zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ ºÁUÀÄ ºÉÆ¸À ZÉĂA§gÀ ¤ªÀiÁđt ªÀiÁqÀÄªÀzÀÄ.,Regarding UGD work At Gamangatti Gram Bhagawan Oni to Tarihal Road. in ward no 23,10-Feb-15,39657,11-Mar-15,39657
1371,8845,30-Jan-15,68581,Emergency-Civil,Civil,Panchaputra Shekhar M,ºÀÄ.«.ªÁ.£ÀA.37gÀ C±ÉÆĂPÀªÀ£ÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÜUÉÆ½¸ÀÄªÀÅzÀÄ.,Regarding Drain work at Ashok Nagar ward no.37,12-Feb-15,35027,11-Mar-15,35027
