S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
1403,4294,24-Aug-13,55128,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA-29gÀ ¹®égÀ ¥ÁPÀđzÀ°è VqÀUÀ¼À£ÀÄß £ÉqÀ®Ä UÀÄAr vÉÆqÀÄªÀÅzÀÄ ºÁUÀÆ ªÁqÀđ £ÀA-48gÀ £À«Ă£À ¥ÁPÀđ PÉgÉ ¸ÀéZÀÑUÉÆ½¸ÀÄªÀÅzÀÄ. (J¸ï r ©®Äè),Refund Of SD bill,29-Aug-13,583,03-Sep-13,583
1404,4295,24-Aug-13,55127,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA-29gÀ ¹®égÀ ¥ÁPÀđzÀ°è VqÀUÀ¼À£ÀÄß £ÉqÀ®Ä UÀÄAr vÉÆqÀÄªÀÅzÀÄ ºÁUÀÆ ªÁqÀđ £ÀA-48gÀ £À«Ă£À ¥ÁPÀđ PÉgÉ ¸ÀéZÀÑUÉÆ½¸ÀÄªÀÅzÀÄ.  (E JªÀiï r ©®Äè ),Refund Of EMD bill,29-Aug-13,320,03-Sep-13,320
1405,4277,24-Aug-13,57439,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.40gÀ PÉ.J¸ï.Dgï.n.¹ r¥ÉÆ gÀ¸ÉÛAiÀÄ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ªÀÄvÀÄÛ ºÉĂªÀÄgÉrØ ªÀÄ®èªÀÄä PÁ®¤ ºÁUÀÆ Dgï.J£ï ±ÉnÖ gÀ¸ÉÛAiÀÄ°è ZÉĂA§gÀ zÀÄgÀ¹UÉÆ½¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,"SD Bill of Repairs to MHC in Ward No.40 at KSRTC Depo, Hemradymalma and R.N Shettty Roads",29-Aug-13,1364,03-Sep-13,1364
1406,4278,24-Aug-13,57441,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.40gÀ PÉ.J¸ï.Dgï.n.¹ r¥ÉÆ gÀ¸ÉÛAiÀÄ°è ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ ªÀÄvÀÄÛ ºÉĂªÀÄgÉrØ ªÀÄ®èªÀÄä PÁ®¤ ºÁUÀÆ Dgï.J£ï ±ÉnÖ gÀ¸ÉÛAiÀÄ°è ZÉĂA§gÀ zÀÄgÀ¹UÉÆ½¹ PÀªÀgÀ ºÁPÀÄªÀÅzÀÄ.,"EMD Bill of Repairs to MHC in Ward No.40 at KSRTC Depo, Hemradymalma and R.N Shettty Roads",29-Aug-13,695,03-Sep-13,695
1407,4280,24-Aug-13,57455,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ªÁqÀđ £ÀA. 40gÀ £ÀªÀD£ÀAzÀ£ÀUÀgÀ ±ËZÁ®AiÀÄ zÀÄgÀ¹ÛUÀ¥À½¸ÀÄªÀÅzÀÄ.,EMD Bill of WC Repair in HDMC Ward No 40  At New Anand Nagar,29-Aug-13,1215,03-Sep-13,1215
1408,4279,24-Aug-13,57454,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ªÁqÀđ £ÀA. 40gÀ £ÀªÀD£ÀAzÀ£ÀUÀgÀ ±ËZÁ®AiÀÄ zÀÄgÀ¹ÛUÀ¥À½¸ÀÄªÀÅzÀÄ.,SD Bill of WC Repair in HDMC Ward No 40  At New Anand Nagar,29-Aug-13,803,03-Sep-13,803
1409,4296,24-Aug-13,55391,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ.« ªÁ £ÀA 30gÀ UÉÆĂ¥À£ÀPÉÆ¥Àà gÀ¸ÉÛ zÉĂªÁAUÀ ¥ÉĂoÀ gÀ¸ÉÛ CA©PÁ£ÀUÀgÀ ªÀÄvÀÄÛ ±ÁAw£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr zÀÄgÀ¹Ü ªÀiÁr J¥sï Dgï ¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ. (J¸ï r ©®Äè),Refund Of SD bill,28-Aug-13,1709,03-Sep-13,1709
1410,4297,24-Aug-13,55390,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ.« ªÁ £ÀA 30gÀ UÉÆĂ¥À£ÀPÉÆ¥Àà gÀ¸ÉÛ zÉĂªÁAUÀ ¥ÉĂoÀ gÀ¸ÉÛ CA©PÁ£ÀUÀgÀ ªÀÄvÀÄÛ ±ÁAw£ÀUÀgÀzÀ°è M¼ÀZÀgÀAr zÀÄgÀ¹Ü ªÀiÁr J¥sï Dgï ¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ.  (E JªÀiï r ©®Äè ),Refund Of EMD bill,28-Aug-13,900,03-Sep-13,900
1411,4298,24-Aug-13,56878,Emd and SD,EMD and SD,Dayagodi Umesh,"ºÀÄ.«.ªÁ.£ÀA.33 «dAiÀÄ£ÀUÀgÀ, zÉĂ±À¥ÁAqÉ ¯ÉĂ Omï GzÀAiÀÄ£ÀUÀgzÀ°è ZÉĂA§gï zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.  (J¸ï r ©®Äè)",Refund Of SD bill,28-Aug-13,573,03-Sep-13,573
1412,4299,24-Aug-13,56879,Emd and SD,EMD and SD,Dayagodi Umesh,"ºÀÄ.«.ªÁ.£ÀA.33 «dAiÀÄ£ÀUÀgÀ, zÉĂ±À¥ÁAqÉ ¯ÉĂ Omï GzÀAiÀÄ£ÀUÀgzÀ°è ZÉĂA§gï zÀÄgÀ¹Ü ªÀiÁqÀÄªÀzÀÄ.  (E JªÀiï r ©®Äè )",Refund Of EMD bill,28-Aug-13,300,03-Sep-13,300
1413,4300,24-Aug-13,55130,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î.«¨sÁUÀ.ªÁqÀđ.£ÀA 48gÀ ZÉĂvÀ£Á PÁ¯ÉÆĂ¤ gÀ¸ÉÛUÀ¼À°è  ©zÀƯ vÀUÀÄÎUÀ½UÉ Rr ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ.  (J¸ï r ©®Äè),Refund Of SD bill,29-Aug-13,983,03-Sep-13,983
1414,4301,24-Aug-13,55129,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î.«¨sÁUÀ.ªÁqÀđ.£ÀA 48gÀ ZÉĂvÀ£Á PÁ¯ÉÆĂ¤ gÀ¸ÉÛUÀ¼À°è  ©zÀƯ vÀUÀÄÎUÀ½UÉ Rr ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ.  (E JªÀiï r ©®Äè ),Refund Of EMD bill,29-Aug-13,500,03-Sep-13,500
1415,4290,24-Aug-13,55125,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ « ªÁ £ÀA 32gÀ ªÀÄAiÀÄÆj J¸ÉÖĂl ¨sÀªÁ¤ £ÀUÀgÀ ªÀÄÄRå gÀ¸ÉÛ ªÀÄvÀÄÛ «dAiÀÄ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÀÆ½¹ J¥ï Dgï ¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ. (J¸ï r ©®Äè),Refund Of SD bill,29-Aug-13,673,03-Sep-13,673
1416,4291,24-Aug-13,55123,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ « ªÁ £ÀA 32gÀ ªÀÄAiÀÄÆj J¸ÉÖĂl ¨sÀªÁ¤ £ÀUÀgÀ ªÀÄÄRå gÀ¸ÉÛ ªÀÄvÀÄÛ «dAiÀÄ£ÀUÀgÀzÀ°è ZÉĂA§gÀ zÀÄgÀ¹ÛUÀÆ½¹ J¥ï Dgï ¹ PÀªÀgÀ ºÁPÀÄªÀzÀÄ. (E JªÀiï r ©®Äè ),Refund Of EMD bill,29-Aug-13,375,03-Sep-13,375
1417,4244,24-Aug-13,56948,Emd and SD,EMD and SD,Chatni S A,ºÀÄ.«.ªÁ.£ÀA.66 gÀ°è §gÀÄªÀ UÀuÉĂ±À PÁ®¤AiÀÄ°è ºÉÆ¸ÀzÁV M¼ÀZÀgÀAr ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ (J¸ï r ©®Äè),Newly construction of UGD at Ganesh colony of W.No.66 (S D Bill),31-Aug-13,956,03-Sep-13,956
1418,4245,24-Aug-13,56947,Emd and SD,EMD and SD,Chatni S A,ºÀÄ.«.ªÁ.£ÀA.66 gÀ°è §gÀÄªÀ UÀuÉĂ±À PÁ®¤AiÀÄ°è ºÉÆ¸ÀzÁV M¼ÀZÀgÀAr ZÉĂA§gÀ PÀlÄÖªÀÅzÀÄ(EJªÀiïr ©®Äè),Newly construction of UGD at Ganesh colony of W.No.66(E M D Bill),31-Aug-13,500,03-Sep-13,500
1419,4256,24-Aug-13,57491,Emd and SD,EMD and SD,Bhovi Vivekanand  L,ºÀÄªÁqÀđ £ÀA.53gÀ d£ÀvÁ §eÁgÀ ©°ØAUï ¨ÁèPï £ÀA.2 PÉ®¸ÀzÀ E.JA.r. ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Refund of E.M.D. Amount for Ward No.53,31-Aug-13,1900,03-Sep-13,1900
1420,4241,24-Aug-13,57488,Emd and SD,EMD and SD,Bhovi Vivekanand  L,ºÀÄ.ªÁqÀđ £ÀA.53gÀ d£ÀvÁ §eÁgÀ ©°ØAUï ¨ÁèPï £ÀA.2 PÉ®¸ÀzÀ E.JA.r. ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Refund of E.M.D. Amount for Ward No.53,28-Aug-13,495,03-Sep-13,495
1421,4255,24-Aug-13,57490,Emd and SD,EMD and SD,Bhovi Vivekanand  L,ºÀÄªÁqÀđ £ÀA.53gÀ f CqÉØ ºÀwÛgÀ UÀÄgÀÄ²zÉƯĂ±ÀégÀ & UÀAUÁ¤®AiÀÄ JzÀÄj£À PÉ®¸ÀzÀ E.JA.r. ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Refund of E.M.D. Amount for Ward No.53,31-Aug-13,250,03-Sep-13,250
1422,4267,24-Aug-13,57456,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA. 40 ªÀiÁgÀÄw£ÀUÀgÀ ¸Àä±Á£ÀzÀ°è ZÉA§gÀ PÀlÄÖªÀzÀÄ.,"SD Bill of H.D.M.C. Ward No. 40, Marutinagar, Grave yard construction of MHC",31-Aug-13,1642,03-Sep-13,1642
1423,4268,24-Aug-13,57457,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA. 40 ªÀiÁgÀÄw£ÀUÀgÀ ¸Àä±Á£ÀzÀ°è ZÉA§gÀ PÀlÄÖªÀzÀÄ.,"EMD Bill of H.D.M.C. Ward No. 40, Marutinagar, Grave yard construction of MHC",31-Aug-13,875,03-Sep-13,875
1424,4302,24-Aug-13,56876,Emd and SD,EMD and SD,Dayagodi Umesh,"ºÀÄ.«.ªÁ.£ÀA.30 ªÀÄvÀÄÛ 33 gÀ ¨ÉĂAUÉĂj ¥ÀÆeÁj NtÂAiÀÄ°è MAzÀÄ ºÉÆ¸À ZÉĂA§gï PÀnÖ, ¥ÁgÀ¸Áér  ¨sÀªÁ¤£ÀUÀgÀ , «dAiÀiÁ ºÉÆmÉĂ® »AzÀÄUÀqÉ  J¥sï. Dgï. ¹.PÀªÀgï ºÁPÀÄªÀzÀÄ.  (J¸ï r ©®Äè)",Refund Of SD bill,29-Aug-13,950,03-Sep-13,950
1425,4303,24-Aug-13,56875,Emd and SD,EMD and SD,Dayagodi Umesh,"ºÀÄ.«.ªÁ.£ÀA.30 ªÀÄvÀÄÛ 33 gÀ ¨ÉĂAUÉĂj ¥ÀÆeÁj NtÂAiÀÄ°è MAzÀÄ ºÉÆ¸À ZÉĂA§gï PÀnÖ, ¥ÁgÀ¸Áér  ¨sÀªÁ¤£ÀUÀgÀ , «dAiÀiÁ ºÉÆmÉĂ® »AzÀÄUÀqÉ  J¥sï. Dgï. ¹.PÀªÀgï ºÁPÀÄªÀzÀÄ.  (E JªÀiï r ©®Äè )",Refund Of EMD bill,29-Aug-13,550,03-Sep-13,550
1426,4285,24-Aug-13,57467,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ºÀÄ.«.ªÁ.£ÀA 40gÀ ªÀÄAdÄ£ÁxÀ£ÀUÀgÀ (2 £ÉĂ ¸ÉÖĂeï ) ¨sÀAV ¯ÉÈ£ï ¢AzÀ M¼ÀZÀgÀAr PÉÆ¼ÀÄªÉAiÀÄ£ÀÄß  ªÀÄÄRågÀ¸ÉÛAiÀÄ°èAiÀÄ PÉÆ¼ÀªÉUÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀzÀÄ.,SD Bill of Providing 2 stage Bagi line till Inspection chamber main road chamber fitting providing in manjunath nagar at ward no 40.,29-Aug-13,833,03-Sep-13,833
1427,4286,24-Aug-13,57468,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ºÀÄ.«.ªÁ.£ÀA 40gÀ ªÀÄAdÄ£ÁxÀ£ÀUÀgÀ (2 £ÉĂ ¸ÉÖĂeï ) ¨sÀAV ¯ÉÈ£ï ¢AzÀ M¼ÀZÀgÀAr PÉÆ¼ÀÄªÉAiÀÄ£ÀÄß  ªÀÄÄRågÀ¸ÉÛAiÀÄ°èAiÀÄ PÉÆ¼ÀªÉUÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀzÀÄ.,EMD Bill of Providing 2 stage Bagi line till Inspection chamber main road chamber fitting providing in manjunath nagar at ward no 40.,29-Aug-13,425,03-Sep-13,425
1428,4287,24-Aug-13,57460,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ºÀÄ.«.ªÁ.£ÀA 40 ªÀÄAdÄ£ÁxÀ£ÀUÀgÀ 2 £ÉĂ ¸ÉÖĂeï ²æĂ zÉÆqÀØªÁqÀ ªÀÄ£É ºÀwÛgÀ ZÉĂA§gÀ PÀlÄÖªÀzÀÄ.,SD Bill of Providing & Laying 2 stage to Shri Dodwad house near chamber at manjunath nagar in ward no 40.,29-Aug-13,897,03-Sep-13,897
1429,4288,24-Aug-13,57461,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ºÀÄ.«.ªÁ.£ÀA 40 ªÀÄAdÄ£ÁxÀ£ÀUÀgÀ 2 £ÉĂ ¸ÉÖĂeï ²æĂ zÉÆqÀØªÁqÀ ªÀÄ£É ºÀwÛgÀ ZÉĂA§gÀ PÀlÄÖªÀzÀÄ.,EMD Bill of Providing and Laying 2 stage to Shri Dodwad house near chamber at manjunath nagar in ward no 40.,29-Aug-13,450,03-Sep-13,450
1430,4259,24-Aug-13,57445,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.40gÀ ¦æAiÀÄzÀ²đ¤ PÁ¯ÉÆĂ¤ 3£ÉĂ G¥ÀgÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,SD Bill of  Providing UGD Line at Priyadrshini Colony 3rd Cross in Ward No.40,29-Aug-13,4921,03-Sep-13,4921
1431,4260,24-Aug-13,57446,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ºÀÄ. «. ªÁ. £ÀA.40gÀ ¦æAiÀÄzÀ²đ¤ PÁ¯ÉÆĂ¤ 3£ÉĂ G¥ÀgÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ eÉÆĂqÀuÉ ªÀiÁqÀÄªÀÅzÀÄ.,EMD Bill of  Providing UGD Line at Priyadrshini Colony 3rd Cross in Ward No.40,29-Aug-13,2470,03-Sep-13,2470
1432,4306,24-Aug-13,55132,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î.«¨sÁUÀ.ªÁqÀđ.£ÀA 30gÀ ªÀÄºÁ«ĂgÀ PÁ¯ÉÆ¤ gÀ¸ÉÛUÀ¼À°è  ©zÀƯ vÀUÀÄÎUÀ½UÉ Rr ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ.  (J¸ï r ©®Äè),Refund Of SD bill,29-Aug-13,950,03-Sep-13,950
1433,4307,24-Aug-13,55131,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î.«¨sÁUÀ.ªÁqÀđ.£ÀA 30gÀ ªÀÄºÁ«ĂgÀ PÁ¯ÉÆ¤ gÀ¸ÉÛUÀ¼À°è  ©zÀƯ vÀUÀÄÎUÀ½UÉ Rr ¥ÁåZï ªÀiÁqÀÄªÀzÀÄ.  (E JªÀiï r ©®Äè ),Refund Of EMD bill,29-Aug-13,500,03-Sep-13,500
1434,4292,24-Aug-13,55122,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA-30gÀ ¨ÉAUÉĂj ¬ÄAzÀ UÉÆĂ¥À£ÀPÉÆ¥Àà ªÀÄÄRå gÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr ZÉĂA§gÀ PÀnÖ J¥sï.Dgï.¹ PÀªÀgï ºÁPÀÄªÀÅzÀÄ. (J¸ï r ©®Äè),Refund Of SD bill,29-Aug-13,1380,03-Sep-13,1380
1435,4293,24-Aug-13,55121,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ§â½î «¨sÁUÀzÀ ªÁqÀđ £ÀA-30gÀ ¨ÉAUÉĂj ¬ÄAzÀ UÉÆĂ¥À£ÀPÉÆ¥Àà ªÀÄÄRå gÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr ZÉĂA§gÀ PÀnÖ J¥sï.Dgï.¹ PÀªÀgï ºÁPÀÄªÀÅzÀÄ. (E JªÀiï r ©®Äè ),Refund Of EMD bill,29-Aug-13,700,03-Sep-13,700
1436,4304,24-Aug-13,55389,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ.«.zÀ.ªÁ.£ÀA.31 ºÁUÀÆ 48gÀÀ°è ºÁ¼ÁzÀ  M¼ÀZÀgÀAr ZÉĂA§gïUÀ¼À zÀÄgÀ¹Û ªÀiÁr PÀªÀgï ºÁPÀÄªÀzÀÄ. (J¸ï r ©®Äè),Refund Of SD bill,29-Aug-13,811,03-Sep-13,811
1437,4305,24-Aug-13,55384,Emd and SD,EMD and SD,Dayagodi Umesh,ºÀÄ.«.zÀ.ªÁ.£ÀA.31 ºÁUÀÆ 48gÀÀ°è ºÁ¼ÁzÀ  M¼ÀZÀgÀAr ZÉĂA§gïUÀ¼À zÀÄgÀ¹Û ªÀiÁr PÀªÀgï ºÁPÀÄªÀzÀÄ.  (E JªÀiï r ©®Äè ),Refund Of EMD bill,29-Aug-13,500,03-Sep-13,500
1438,4275,24-Aug-13,57470,Emd and SD,EMD and SD,Dayagodi Umesh,J¸ï.r ªÉÆvÀÛ ªÁqÀđ £ÀA. 40gÀ £ÉĂvÁfPÁ®¤ G¥ÀgÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ zÀÄgÀ¸ÉÛUÀÆ½¸ÀÄªÀÅzÀÄ.,SD Bill of In Ward No.40 Neataji Colony Main Road Repairs to MHC,31-Aug-13,1719,03-Sep-13,1719
1439,4276,24-Aug-13,57471,Emd and SD,EMD and SD,Dayagodi Umesh,E.JªÀiï.r ªÉÆvÀÛ ªÁqÀđ £ÀA. 40gÀ £ÉĂvÁfPÁ®¤ G¥ÀgÀ¸ÉÛAiÀÄ°è M¼ÀZÀgÀAr PÉÆ¼ÀªÉ zÀÄgÀ¸ÉÛUÀÆ½¸ÀÄªÀÅzÀÄ.,EMD Bill of  Ward No.40 Neataji Colony Main Road Repairs to MHC,31-Aug-13,875,03-Sep-13,875
1440,4114,17-Aug-13,56186,Emd and SD,EMD and SD,Punde D N,zsÁgÀªÁqÀ «¨sÁUÀ ªÁ.£ÀA.5gÀ gÉĂtÄPÁ ºÉÆmÉ¯ï JzÀÄjUÉ ºÁUÀÆ ªÁåAiÀiÁªÀÄ ±Á¯É G¸ÀÄQ£À ¸ÁÖöåAqÀ ºÀwÛgÀ ºÀ¼ÀPÀnÖ ªÀÄ£É ºÀwÛgÀ ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ. (E JªÀiï r ©®Äè),"Providing Rising and M.H.Covers at opp Renuka hotel, Vyam shala opp sand market and near Halakatti residence in ward no 05 of Dharwad.(EMD Bill)",22-Aug-13,625,03-Sep-13,625
1441,4113,17-Aug-13,56185,Emd and SD,EMD and SD,Punde D N,zsÁgÀªÁqÀ «¨sÁUÀ ªÁ.£ÀA.5gÀ gÉĂtÄPÁ ºÉÆmÉ¯ï JzÀÄjUÉ ºÁUÀÆ ªÁåAiÀiÁªÀÄ ±Á¯É G¸ÀÄQ£À ¸ÁÖöåAqÀ ºÀwÛgÀ ºÀ¼ÀPÀnÖ ªÀÄ£É ºÀwÛgÀ ZÉĂA§gÀ zÀÄgÀ¹ÛUÉÆ½¸ÀÄªÀÅzÀÄ. (J¸ï r ©®Äè ),"Providing Rising and M.H.Covers at opp Renuka hotel, Vyam shala opp sand market and near Halakatti residence in ward no 05 of Dharwad.(SD  BILL)",22-Aug-13,497,03-Sep-13,497
1442,4974,16-Sep-13,58758,Emd and SD,EMD and SD,Masur D B,«zÁå£ÀUÀgÀzÀ°èAiÀÄ ¹.n.J¸ï. £ÀA. 4283 ªÀÄvÀÄÛ 4287 gÀ°è Dlđ UÁå®j ªÀÄvÀÄÛ ªÀÄÆfåAiÀÄA. (gÀAUÀªÀÄA¢gÀ) PÀlÖqÀ PÀÄjvÀÄ. (J¸ï r ©®Äè),Constraction of Art Gallery Musem (Ragamandir) in  CTS 4283&4287 at Vidyanagar Hubli  S.D. Amount,16-Sep-13,470637,16-Sep-13,470637
1443,4975,16-Sep-13,58757,Emd and SD,EMD and SD,Masur D B,«zÁå£ÀUÀgÀzÀ°èAiÀÄ ¹.n.J¸ï. £ÀA. 4283 ªÀÄvÀÄÛ 4287 gÀ°è Dlđ UÁå®j ªÀÄvÀÄÛ ªÀÄÆfåAiÀÄA. (gÀAUÀªÀÄA¢gÀ) PÀlÖqÀ PÀÄjvÀÄ. (EJªÀiïr ©®Äè),Constraction of Art Gallery Musem (Ragamandir) in  CTS 4283 and 4287 at Vidyanagar Hubli   E.M.D Amount,16-Sep-13,68500,16-Sep-13,68500
1444,4906,12-Sep-13,57237,Emd and SD,EMD and SD,Abbyal M.M.,zsÁ.«.ªÁ£ÀA.9gÀ PÉÆĂ½PÉĂj 2£ÉĂ PÁæ¸ïzÀ°è AiÀÄÄ.f.r ¯ÉÊ£ï C¼ÀªÀr¸ÀÄªÀzÀÄ ºÁUÀÆ ZÉĂA§gÀ PÀlÄÖªÀzÀÄ EzÀgÀ ªÀÄÄPÉÛĂzÁgÀgÀ «£ÀAw ªÉÄĂgÉUÉ ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀªÀÅzÀÄ.(EJªÀiïr ©®Äè),"Requist to refund EMD Kept for the work of Providing Laying U.G.D Line at Navalur agasi Kolikeri new plot no.9,dwd",16-Sep-13,2225,23-Sep-13,2225
1445,4907,12-Sep-13,57236,Emd and SD,EMD and SD,Abbyal M.M.,zsÁ.«.ªÁ£ÀA.9gÀ PÉÆĂ½PÉĂj 2£ÉĂ PÁæ¸ïzÀ°è AiÀÄÄ.f.r ¯ÉÊ£ï C¼ÀªÀr¸ÀÄªÀzÀÄ ºÁUÀÆ ZÉĂA§gÀ PÀlÄÖªÀzÀÄ EzÀgÀ ªÀÄÄPÉÛĂzÁgÀgÀ «£ÀAw ªÉÄĂgÉUÉ ¨sÀzÀævÁ oÉĂªÀtÂ ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀªÀÅzÀÄ.(J¸ï.r ©®Äè),"Requist to refund SD Kept for the work of Providing Laying U.G.D line at navalur agasi Kolikeri new plot no.9,dwd",16-Sep-13,4433,23-Sep-13,4433
1446,4908,12-Sep-13,57259,Emd and SD,EMD and SD,Abbyal M.M.,zsÁ.«.ªÁ£ÀA. 9 gÀ°è GqÀÄ¦ NtÂ ªÀÄvÀÄÛ PÀ½î NtÂAiÀÄ ¸ÁªÀđd¤PÀ ±ËZÁ®AiÀÄUÀ¼À£ÀÄß zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ ªÀÄvÀÄÛ ¸ÀÄtÚ§tÚ ºÀZÀÄÑªÀÅzÀÄ EzÀgÀ ªÀÄÄPÉÛĂzÁgÀgÀ «£ÀAw ªÉÄĂgÉUÉ ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀªÀÅzÀÄ. (EJªÀiïr ©®Äè),"Requist to refund EMD Kept for the work of Repairs public Latran at w.no.9, in udupi oni and kalli  Oni, Dharwad.",16-Sep-13,2238,23-Sep-13,2238
1447,4909,12-Sep-13,57258,Emd and SD,EMD and SD,Abbyal M.M.,zsÁ.«.ªÁ£ÀA. 9 gÀ°è GqÀÄ¦ NtÂ ªÀÄvÀÄÛ PÀ½î NtÂAiÀÄ ¸ÁªÀđd¤PÀ ±ËZÁ®AiÀÄUÀ¼À£ÀÄß zÀÄgÀ¹Û ªÀiÁqÀÄªÀÅzÀÄ ªÀÄvÀÄÛ ¸ÀÄtÚ§tÚ ºÀZÀÄÑªÀÅzÀÄ EzÀgÀ ªÀÄÄPÉÛĂzÁgÀgÀ «£ÀAw ªÉÄĂgÉUÉ ¨sÀzÀævÁ oÉĂªÀtÂ ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ ªÀiÁqÀªÀÅzÀÄ. (J¸ï r ©®Äè),"Requist to refund SD Kept for the work of Repairs public Latran at w.no.9, in udupi oni and kalli  Oni, Dharwad.",16-Sep-13,4356,23-Sep-13,4356
