S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
760,4006,25-Aug-12,45739,Ashray Yojana,Ashray Yojana,Netravva V. Vagamode,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.(²æĂªÀÄw £ÉĂvÀæªÀé «oÀ×® ªÁWÀªÉÆĂqÉ)",Loan approved from the bank the benificery work completed plint level as per RGRHCL order so benificery`s second instalments relised.,31-Aug-12,25000,03-Sep-12,25000
761,4007,25-Aug-12,50000,Ashray Yojana,Ashray Yojana,Noorjahanbi Com. Karimasab Nadaf,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ ²æĂªÀÄw. £ÀÆgÀdºÁ£À© PÀjĂªÀÄ¸Á§ £ÀzÁ¥sÀ",Release amount to Smt. Noorjahanbi Karimsab Nadaf at namma mane yojane,31-Aug-12,25000,03-Sep-12,25000
762,4426,04-Sep-12,50231,Ashray Yojana,Ashray Yojana,Venkatesh  L. Baswa,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.(ªÉAPÀmÉĂ±À ®PÀëöät¸Á §¸ÀªÁ)",For approval of Grant to benificery in RGRHS.(ISHUP),04-Sep-12,25000,06-Sep-12,25000
763,4423,04-Sep-12,50226,Ashray Yojana,Ashray Yojana,Mutturaj Urf Yallappa Budappa Belhar,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.. ²æĂ ªÀÄÄvÀÄÛgÁd §ÆzÀ¥Àà ¨É¼ÀºÁgÀ.",For approval of Grant to benificery in RGRHScheme.(ISHUP),05-Sep-12,25000,06-Sep-12,25000
764,4427,04-Sep-12,50227,Ashray Yojana,Ashray Yojana,Kariyavva N Gollar,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.(²æĂªÀÄw.PÀjAiÀÄªÀé £ÁUÀ¥Àà UÉÆ®ègÀ)",For approval of Grant to benificery in RGRHS.(ISHUP),05-Sep-12,25000,06-Sep-12,25000
765,4424,04-Sep-12,50228,Ashray Yojana,Ashray Yojana,Jayashree M. Kanasavi,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.(²æĂªÀÄw.dAiÀÄ²æĂ.ªÀÄ®è¥Àà.PÀ£À¸Á«)",For approval of Grant to benificery in RGRHS.(ISHUP),05-Sep-12,25000,06-Sep-12,25000
766,4425,04-Sep-12,50230,Ashray Yojana,Ashray Yojana,Narasimha  Shetty,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.(²æĂ.J£ï.£ÀgÀ¹AºÀ ±ÉnÖ)",For approval of Grant to benificery in RGRHS.(ISHUP),05-Sep-12,25000,06-Sep-12,25000
767,4422,04-Sep-12,46700,Ashray Yojana,Ashray Yojana,Yallavva Durgappa Gollar,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.(²æĂªÀÄw.AiÀÄ®èªÀé.zÀÄUÀđ¥Àà.UÉÆ®ègÀ)",For approval of Grant to benificery in RGRHS.(ISHUP),05-Sep-12,25000,06-Sep-12,25000
768,4779,15-Sep-12,50462,Ashray Yojana,Ashray Yojana,Dyamavva  M. Wagmode,"ºÀÄ,zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£É CrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ ©qÀÄUÀqÉAiÀiÁzÀ C£ÀÄzÁ£À ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(²æĂªÀÄw.zÁåªÀÄªÀé.ªÀiÁgÀÄvÉ¥Àà.ªÁWÀªÉÆĂqÉ)",Regarding Grant sanction to benficery in namma manne scheme,22-Sep-12,25000,26-Sep-12,25000
769,4780,15-Sep-12,50466,Ashray Yojana,Ashray Yojana,Saraswatyvva  R. Naikal,"ºÀÄ,zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£É CrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ ©qÀÄUÀqÉAiÀiÁzÀ C£ÀÄzÁ£À ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. ²æĂªÀÄw.¸ÀgÀ¸ÀévÉªÀé gÁAiÀÄ¥Àà £ÁAiÀÄ̀¯ï",For approval of Grant to benificery in RGRHS.(ISHUP) Saraswatevva Rayappa Naikal,22-Sep-12,25000,26-Sep-12,25000
770,4781,15-Sep-12,50465,Ashray Yojana,Ashray Yojana,Rukmavva  M. Shinde,"ºÀÄ,zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£É CrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ ©qÀÄUÀqÉAiÀiÁzÀ C£ÀÄzÁ£À ºÀt ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. ²æĂªÀÄw gÀÄPÀäªÀé ªÀiÁgÀÄw ²AzsÉ",For approval of Grant to benificery in RGRHS.(ISHUP) Rukmavva Maruti Shindhe,22-Sep-12,25000,26-Sep-12,25000
771,4915,24-Sep-12,45770,Ashray Yojana,Ashray Yojana,Shakuntala S Kathare,£ÀªÀÄä ªÀÄ£É AiÉÆĂd£É CrAiÀÄ°è ¨ÁåAQ¤AzÀ ¸Á® ªÀÄAdÆjAiÀiÁzÀ ¥sÀ¯Á£ÀÄ¨sÀ«UÀ½UÉ ªÀÄ£É ¤«Äđ¸À®Ä C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (²æĂªÀÄw ±ÀPÀÄAvÀ¯Á ¸Áé«Ä¸Á PÀoÁgÉ),Loan approved from the bank the benificery work completed plint level as per RGRHCL order so benificery`s first instalments relised.,27-Sep-12,25000,03-Oct-12,25000
772,5762,18-Oct-12,47419,Ashray Yojana,Ashray Yojana,Parvattevva B. Saboji,"²æĂªÀÄw.¥ÁªÀđvÉªÀé.§¸ÀªÀAvÀ¥Áà.¸Á¨ÉÆĂf EªÀjUÉ ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.",For approval of Grant to benificery in RGRHS.(ISHUP),19-Oct-12,25000,19-Oct-12,25000
773,5701,16-Oct-12,50983,Ashray Yojana,Ashray Yojana,Shivappa Hanamantappa Teggi,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ. (²æĂ ²ªÀ¥Àà. ºÀ. vÉVÎ)",For approval of Grant to benificery in RGRHS.(ISHUP),19-Oct-12,25000,19-Oct-12,25000
774,5989,30-Oct-12,45768,Ashray Yojana,Ashray Yojana,Gangamma N.Patil,£ÀªÀÄä ªÀÄ£É AiÉÆĂd£É CrAiÀÄ°è ¨ÁåAQ¤AzÀ ¸Á® ªÀÄAdÆjAiÀiÁzÀ ¥sÀ¯Á£ÀÄ¨sÀ«UÀ½UÉ ªÀÄ£É ¤«Äđ¸À®Ä C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.²æĂªÀÄw.UÀAUÀªÀé £ÁUÀ¥Àà ¥ÁnĂ®,Loan approved from the bank the benificery work completed plint level as per RGRHCL order so benificery`s second instalments relised.,31-Oct-12,25000,02-Nov-12,25000
775,4465,05-Sep-12,49604,Ashray Yojana,Ashray Yojana,Revenue Officer,ºÀÄ§â½î-zsÁgÀªÁqÀ D±ÀæAiÀÄ AiÉÆĂd£ÉUÉ ¥sÀ¯Á£ÀÄ¨sÀ«UÀ¼ÀÄ ¨sÀgÀuÁ ªÀiÁrzÀ ªÀÄÄAUÀqÀ ºÀt ªÀÄgÀ½ PÉÆqÀÄªÀ PÀÄjvÀÄ,Amount return to 6 person in(REVENUE OFFICER),02-Nov-12,21500,02-Nov-12,21500
776,5986,30-Oct-12,51155,Ashray Yojana,Ashray Yojana,Post Master  Hubli,D±ÀæAiÀÄ AiÉÆĂd£ÉAiÀÄ°è£À PÁUÀzÀ ¥ÀvÀæUÀ¼À£ÀÄß CAZÉ ªÀÄÆ®PÀ «¯ÉĂªÁj ªÀiÁqÀ®Ä CAZÉ aĂnUÀ¼À£ÀÄß RjĂ¢¸À®Ä ±ÁSÁ ªÀjµÀ×gÀÄ CAZÉ aĂnUÀ¼À£ÀÄß RjĂ¢¸ÀÄªÀ PÀÄjvÀÄ,Aashray yojana dept. post stamp purchase bill.,03-Nov-12,10000,07-Nov-12,10000
777,5772,18-Oct-12,51154,Ashray Yojana,Ashray Yojana,"Asha Traders, Hubli",ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ D±ÀæAiÀÄ «¨sÁUÀPÉ̀ ¸ÉÖĂ±À£Àj ªÀÄvÀÄÛ ¦æĂnAUï ¸ÁªÀiÁVæUÀ¼À£ÀÄß RjĂ¢¹zÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,printing and stationary bill.,03-Nov-12,30430,07-Nov-12,30430
778,6307,16-Nov-12,51538,Ashray Yojana,Ashray Yojana,Neelavva Mariyappa Hiremani,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ. ²æĂªÀÄw. ¤Ă®ªÀé vÀAzÉ ªÀÄjAiÀÄ¥Àà »gÉĂªÀÄ¤",For approval of Grant to benificery in RGRHS.(ISHUP),19-Nov-12,25000,20-Nov-12,25000
779,6304,16-Nov-12,51535,Ashray Yojana,Ashray Yojana,Basavaraj Mariyappa Hiremani,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ. ²æĂ.§¸ÀªÀgÁd ªÀÄjAiÀÄ¥Àà »gÉĂªÀÄ¤",For approval of Grant to benificery in RGRHS.(ISHUP),19-Nov-12,25000,20-Nov-12,25000
780,6305,16-Nov-12,51540,Ashray Yojana,Ashray Yojana,Gurunath Mariyappa Hiremani,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.. UÀÄgÀÄ£ÁxÀ ªÀÄ »gÉĂªÀÄ¤",For approval of Grant to benificery in RGRHS.(ISHUP),19-Nov-12,25000,20-Nov-12,25000
781,6306,16-Nov-12,51539,Ashray Yojana,Ashray Yojana,Chandrashekhar Mariyappa Hiremani,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ. ²æĂ. ZÀAzÀæ±ÉĂRgÀ ªÀÄ »gÉĂªÀÄ¤",For approval of Grant to benificery in RGRHS.(ISHUP),19-Nov-12,25000,20-Nov-12,25000
782,6508,20-Nov-12,51745,Ashray Yojana,Ashray Yojana,Nagraj   N. Nadakarni,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.  £ÁUÀgÁd £ÀgÀ¹AºÀgÁªï £ÁqÀPÀtÂđ",For approval of Grant to benificery in RGRHS.(ISHUP),27-Nov-12,25000,03-Dec-12,25000
783,6509,20-Nov-12,51746,Ashray Yojana,Ashray Yojana,Ramu  J. Kollapur,"ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ ""£ÀªÀÄä ªÀÄ£É"" AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ. gÁªÀÄÄ eÉÆĂw¨Á PÉÆ¯Áè¥ÀÆgÀ",For approval of Grant to benificery in RGRHS.(ISHUP),27-Nov-12,25000,03-Dec-12,25000
784,7272,10-Dec-12,49710,Ashray Yojana,Ashray Yojana,Smt Thulajavva Borath,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ £ÀªÀÄä ªÀÄ£É AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ ²æĂªÀÄw. vÀÄ¼ÀdªÀé PÀÈ ¨ÉÆĂgÁvÀ,Release amount to Smt. Tulajavva K Borat at namma mane yojan,11-Dec-12,25000,12-Dec-12,25000
785,7271,10-Dec-12,49718,Ashray Yojana,Ashray Yojana,Smt Yellavva Nagappa Kattimani,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ £ÀªÀÄä ªÀÄ£É AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ ²æĂªÀÄw. AiÀÄ®èªÀé £ÁUÀ¥Àà PÀnÖªÀÄ¤,Release amount to Smt. Yallavva Nagappa Kattimani at namma mane yojane,11-Dec-12,25000,12-Dec-12,25000
786,7274,10-Dec-12,49715,Ashray Yojana,Ashray Yojana,Durgavva Durgappa Talawar,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ £ÀªÀÄä ªÀÄ£É AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ ²æĂªÀÄw. zÀÄgÀUÀªÀé zÀÄ vÀ¼ÀªÁgÀ,Release amount to Smt. Durgavva D Talavar at namma mane yojane,11-Dec-12,25000,12-Dec-12,25000
787,7273,10-Dec-12,49716,Ashray Yojana,Ashray Yojana,Smt Prathibha N Renake,ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉAiÀÄ £ÀªÀÄä ªÀÄ£É AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ ²æĂªÀÄw. ¥Àæw¨sÁ £Á gÉĂtPÉ,Release amount to Smt. Pratibha N Renake at namma mane yojane,11-Dec-12,25000,12-Dec-12,25000
788,7461,17-Dec-12,50230,Ashray Yojana,Ashray Yojana,Narasimha  Shetty,"""£ÀªÀÄä ªÀÄ£É"" ªÁd¥ÉĂ¬Ä AiÉÆĂd£ÉAiÀÄrAiÀÄ°è C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ.",For approval of Grant to benificery in vajapayye scheme.(ISHUP),19-Dec-12,25000,20-Dec-12,25000
789,7574,21-Dec-12,50226,Ashray Yojana,Ashray Yojana,Mutturaj Urf Yallappa Budappa Belhar,"""£ÀªÀÄä ªÀÄ£É"" ªÁd¥ÉĂ¬Ä AiÉÆĂd£ÉAiÀÄrAiÀÄ°è C£ÀÄzÁ£ÀºÀt ©qÀÄUÀqÉ PÀÄjvÀÄ. ²æĂ ªÀÄÄvÀÄÛgÁd §ÆzÀ¥Àà ¨É¼ÀºÁgÀ.",For approval of Grant to benificery in vajapayye scheme.(ISHUP),29-Dec-12,25000,29-Dec-12,25000
790,7939,01-Jan-13,49714,Ashray Yojana,Ashray Yojana,Smt Maimunabhi V Havaldar,£ÀªÀÄä ªÀÄ£É AiÉÆĂd£ÉAiÀÄrAiÀÄ°è C£ÀÄzÁ£À ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ ²æĂªÀÄw. ªÉÄÊªÀÄÄ£À© «Ä ºÀªÁ®zÁgÀ,Release amount to Smt. Maimunabi M. Hawaldar at namma mane yojane,08-Jan-13,25000,09-Jan-13,25000
791,8267,10-Jan-13,53071,Ashray Yojana,Ashray Yojana,Neelavva M. Somangoudr,AiÀÄ¯Áè¥ÀÆgÀ D±ÀæAiÀÄ AiÉÆĂd£ÉUÁV ªÀAwPÉ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁrzÀƯ£ÀÄß ¥ÀgÀvÀ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (²æĂªÀÄw.¤Ă®ªÀé ªÀÄ°èPÁdÄđ£À ¸ÉÆĂªÀÄ£ÀUËqÀæ ),Smt. Nilavva Mallikarjun Somangoudar,17-Jan-13,21000,21-Jan-13,1000
792,8267,10-Jan-13,53071,Ashray Yojana,Ashray Yojana,Neelavva M. Somangoudr,AiÀÄ¯Áè¥ÀÆgÀ D±ÀæAiÀÄ AiÉÆĂd£ÉUÁV ªÀAwPÉ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁrzÀƯ£ÀÄß ¥ÀgÀvÀ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. (²æĂªÀÄw.¤Ă®ªÀé ªÀÄ°èPÁdÄđ£À ¸ÉÆĂªÀÄ£ÀUËqÀæ ),Smt. Nilavva Mallikarjun Somangoudar,17-Jan-13,21000,21-Jan-13,20000
793,8265,10-Jan-13,53067,Ashray Yojana,Ashray Yojana,Savita  M. Koliwad,AiÀÄ¯Áè¥ÀÆgÀ D±ÀæAiÀÄ AiÉÆd£ÉUÁV ªÀAwPÉ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁrzÀƯ£ÀÄß ¥ÀgÀvÀ ¤ĂqÀÄªÀ PÀÄjvÀÄ ( ²æĂªÀÄw.¸À«vÁ ªÀÄºÁzÉĂªÀ¥Àà PÉÆĂ½ªÁqÀ),Smt. Savita Mahadevappa Koliwad),17-Jan-13,21000,21-Jan-13,20000
794,8265,10-Jan-13,53067,Ashray Yojana,Ashray Yojana,Savita  M. Koliwad,AiÀÄ¯Áè¥ÀÆgÀ D±ÀæAiÀÄ AiÉÆd£ÉUÁV ªÀAwPÉ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁrzÀƯ£ÀÄß ¥ÀgÀvÀ ¤ĂqÀÄªÀ PÀÄjvÀÄ ( ²æĂªÀÄw.¸À«vÁ ªÀÄºÁzÉĂªÀ¥Àà PÉÆĂ½ªÁqÀ),Smt. Savita Mahadevappa Koliwad),17-Jan-13,21000,21-Jan-13,1000
795,8266,10-Jan-13,53070,Ashray Yojana,Ashray Yojana,Rajeshwari S. Nagrahalli,AiÀÄ¯Áè¥ÀÆgÀ D±ÀæAiÀÄ AiÉÆĂd£ÉUÁV ªÀAwPÉ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁrzÀƯ£ÀÄß ¥ÀgÀvÀ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. ( ²æĂªÀÄw. gÁeÉĂ±Àéj ¸ÀzÁ£ÀAzÀUËqÀ £ÁUÀgÀºÀ½î ),Smt. Rajeshwari Sadanandgouda Nagarahalli,17-Jan-13,21000,21-Jan-13,1000
796,8266,10-Jan-13,53070,Ashray Yojana,Ashray Yojana,Rajeshwari S. Nagrahalli,AiÀÄ¯Áè¥ÀÆgÀ D±ÀæAiÀÄ AiÉÆĂd£ÉUÁV ªÀAwPÉ ºÀt ¸ÀAzÁAiÀÄ ªÀiÁrzÀƯ£ÀÄß ¥ÀgÀvÀ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. ( ²æĂªÀÄw. gÁeÉĂ±Àéj ¸ÀzÁ£ÀAzÀUËqÀ £ÁUÀgÀºÀ½î ),Smt. Rajeshwari Sadanandgouda Nagarahalli,17-Jan-13,21000,21-Jan-13,20000
797,8360,16-Jan-13,49712,Ashray Yojana,Ashray Yojana,Smt Gangavva M Unakal,ºÀÄ-zsÁ ªÀÄ ¥Á°PÉAiÀÄ £ÀªÀÄä ªÀÄ£É AiÉÆĂd£ÉAiÀÄrAiÀÄ°è ªÀ¸Àw ¤ªÀiÁđtPÁ̀V gÁfĂªÀUÁA¢ü UÁæ«ÄĂt ªÀ¸Àw ¤UÀªÀÄ ¤AiÀÄ«ÄvÀgÀªÀjAzÀ C£ÀÄzÁ£À ©qÀÄUÀqÉ ªÀiÁqÀÄªÀ PÀÄjvÀÄ. ²æĂªÀÄw UÀAUÀªÀé ªÀÄ GtPÀ®è,Release amount to Smt. Gangavva M unkal at namma mane yojane,24-Jan-13,25000,24-Jan-13,25000
